group,hour,weekend,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
very_low,12:00,FALSE,0.731215998,0.053815615,0.055285987,0.030289664,0.013968534,0.014115571,0.009704455,0.017056315,0.024261138,0.011762976,0.006910749,0.007645934,0.00529334,0.008969269,0.006028525,0.001470372,0.001764446,4.41E-04,0.00E+00,0
very_low,13:00,FALSE,0.707491952,0.058530875,0.059994147,0.031753,0.020339479,0.016534972,0.011998829,0.019022535,0.019900497,0.013754756,0.007901668,0.007170032,0.006292069,0.007462687,0.007609014,0.001755926,0.001902253,5.85E-04,0.00E+00,0
very_low,14:00,FALSE,0.686892003,0.066117065,0.063643859,0.036768343,0.02159934,0.019950536,0.014509481,0.019455894,0.019455894,0.012201155,0.010057708,0.007419621,0.007749381,0.005770816,0.004122012,0.001154163,0.001483924,0.000989283,6.60E-04,0.00E+00
very_low,15:00,FALSE,0.666350861,0.066003473,0.065529765,0.036317701,0.021001105,0.021474815,0.014842886,0.018474657,0.02384336,0.01452708,0.01500079,0.010263698,0.010105795,0.005526607,0.006158219,0.001894836,0.001579031,1.05E-04,0.000368388,0.000631612
very_low,16:00,FALSE,0.722282863,0.062061438,0.060813971,0.02869172,0.018867925,0.011227194,0.011850928,0.019179791,0.016840792,0.012474661,0.010135662,0.006861064,0.00623733,0.005145798,0.004366131,0.0009356,2.71E-05,1.00E-03,0.00E+00,0.001
very_low,17:00,FALSE,0.71441048,0.071906842,0.065065502,0.031149927,0.018486172,0.014119359,0.008879185,0.015574964,0.017176128,0.010334789,0.006695779,0.007569141,0.004366812,0.00713246,0.005676856,0.000727802,0,0.000727802,0,0
very_low,18:00,FALSE,0.764050235,0.072841445,0.0577708,0.025431712,0.015227629,0.011145997,0.006436421,0.013500785,0.010047095,0.006907379,0.004238618,0.003767661,0.002197802,0.003610675,0.002511774,3.14E-04,0.00E+00,0,0,0
very_low,19:00,FALSE,0.743860202,0.079974811,0.064389168,0.025346348,0.016372796,0.012122166,0.005824937,0.012122166,0.011177582,0.007241814,0.005667506,0.003148615,0.003463476,0.003778337,0.005195215,3.15E-04,0,0,0,0
very_low,20:00,FALSE,0.751565124,0.068407391,0.067949305,0.028401283,0.012979081,0.011146739,0.005497023,0.014047946,0.011604825,0.006718583,0.003664682,0.002595816,0.005038937,0.003970072,0.005955108,4.58E-04,0,0,0,0
very_low,21:00,FALSE,0.74795539,0.080892194,0.071078067,0.0266171,0.016356877,0.009962826,0.004907063,0.012342007,0.009665428,0.005650557,0.003420075,0.00267658,0.001784386,0.002379182,0.004163569,0,1.49E-04,0,0,0
very_low,22:00,FALSE,0.754703007,0.074803733,0.064731151,0.026218338,0.014960746,0.010220708,0.006369427,0.011850096,0.01170197,0.00666568,0.003406902,0.002962524,0.002518146,0.003999407,0.004591913,2.96E-04,0,0,0,0
very_low,23:00,FALSE,0.762509448,0.079213908,0.063794407,0.026303855,0.014814814,0.010884354,0.005291005,0.011791384,0.007860922,0.00574452,0.004535147,0.001662888,0.001058201,0.002721088,0.001511716,3.02E-04,0,0,0,0
very_low,0:00,TRUE,0.78194147,0.072091364,0.047822983,0.029264811,0.007137759,0.009635974,0.003211992,0.017130621,0.009279086,0.004996431,0.001070664,0,0.002141328,0.006423982,0.007494647,3.57E-04,0,0,0,0
very_low,1:00,TRUE,0.791404612,0.0639413,0.048218029,0.029699511,0.009783368,0.009084557,0.003843466,0.01572327,0.009433962,0.004891685,0.001397624,0.000698812,0.002096436,0.003843466,0.00524109,0.000698812,0,0,0,0
very_low,2:00,TRUE,0.783497627,0.071558963,0.046002191,0.03249361,0.005841548,0.010587806,0.005111355,0.013143483,0.010587805,0.004016065,0.000730193,0,0.001825484,0.006571741,0.007301935,0.000730194,0,0,0,0
very_low,3:00,TRUE,0.779945243,0.073921971,0.044147844,0.032511978,0.007186859,0.011293634,0.003764545,0.014373717,0.009924709,0.003764544,0.004449008,0,0.003080082,0.004791239,0.006160164,0.000684463,0,0,0,0
very_low,4:00,TRUE,0.770080748,0.080747981,0.053123672,0.036974076,0.008924777,0.007649808,0.003824905,0.01317467,0.00679983,0.005099873,0.001699957,0.000849979,0.000849979,0.004674883,0.003824904,0.001699958,0,0,0,0
very_low,5:00,TRUE,0.801584568,0.054426455,0.054426455,0.024457458,0.007233896,0.011712022,0.002066828,0.014812263,0.008956252,0.004133655,0.003444712,7.45E-04,0.001665863,0.004478126,0.005167069,0.000688942,0,0,0,0
very_low,6:00,TRUE,0.789761626,0.068776866,0.055881203,0.036733099,0.009378664,0.007815553,0.003907776,0.008987886,0.00664322,0.005861665,0.002344666,0.000781555,0.000781555,0.001953888,0,3.91E-04,0,0,0,0
very_low,7:00,TRUE,0.799288819,0.067562228,0.051758198,0.026866851,0.008297116,0.013038325,0.003160806,0.011062821,0.006321612,0.00513631,0.002370604,0.000790202,0.000790201,0.002765705,0.000790202,0,0,0,0,0
very_low,8:00,TRUE,0.772552043,0.080570548,0.056669236,0.030454896,0.008095605,0.013107171,0.00385505,0.01156515,0.008866616,0.006553585,0.00385505,8.55E-04,-0.000469545,0.001927525,0.001156515,3.86E-04,0,0,0,0
very_low,9:00,TRUE,0.782361847,0.071536715,0.044284633,0.029901589,0.010598032,0.011355034,0.004542014,0.013247539,0.011355035,0.003028009,0.004920514,0.001135504,0.001892505,0.004542014,0.004920515,3.79E-04,0,0,0,0
very_low,10:00,TRUE,0.783040489,0.061497326,0.056149733,0.024828113,0.008785332,0.013368984,0.001909855,0.013368984,0.011459129,0.006875477,0.004201681,0.000763942,0.002673797,0.004201681,0.005729564,0.001145913,0,0,0,0
very_low,11:00,TRUE,0.775249501,0.069860279,0.049500998,0.030738523,0.011177645,0.010778443,0.003992016,0.012774451,0.009580839,0.007185628,0.00479042,0.001197604,0.001596807,0.005588822,0.005588822,3.99E-04,0,0,0,0
very_low,12:00,TRUE,0.774702172,0.066222846,0.050805886,0.036089699,0.006306937,0.008759636,0.00385424,0.010511562,0.012613876,0.006657323,0.003153468,0.001401542,0.002803083,0.00770848,0.007358094,0.000700771,0,3.50E-04,0,0
very_low,13:00,TRUE,0.777177826,0.068034557,0.054715623,0.034917206,0.006479482,0.009359251,0.003599712,0.012239021,0.010439165,0.005399568,0.000719942,-8.14E-05,0.002961123,0.005399568,0.007559395,0.000719943,0,3.60E-04,0,0
very_low,14:00,TRUE,0.771107857,0.058565154,0.051732553,0.03318692,0.010248902,0.011713031,0.0034163,0.014641289,0.013665202,0.007320645,0.002440214,0.001952172,0.001464129,0.007320644,0.010248902,0.000976086,0,0,0,0
very_low,15:00,TRUE,0.759661836,0.071658615,0.057165861,0.028985508,0.010869565,0.010869565,0.003623188,0.011272142,0.012882448,0.00805153,0.003220612,0.003623188,0.000805153,0.008454106,0.007246377,0.001610306,0,0,0,0
very_low,16:00,TRUE,0.789709172,0.060029829,0.046234153,0.026472782,0.009694258,0.014914243,0.002237136,0.010439971,0.011931394,0.008948546,0.001491424,0.002982849,0.002609992,0.005219986,0.007084265,0,0,0,0,0
very_low,17:00,TRUE,0.765451664,0.085974643,0.05348653,0.031695721,0.008320127,0.007131537,0.005150555,0.011093502,0.00792393,0.007131537,0.001584786,0.00118859,0.00118859,0.007527733,0.004754358,3.96E-04,0,0,0,0
very_low,18:00,TRUE,0.755984556,0.094208494,0.052123552,0.035135135,0.008880309,0.00965251,0.005019305,0.007722008,0.009266409,0.006949807,0.001544401,0.001544402,0.001930502,0.006177606,0.003088803,7.72E-04,0.00E+00,0,0,0
very_low,19:00,TRUE,0.787915653,0.083130576,0.047445255,0.027169505,0.011354421,0.011759935,0.00243309,0.00892133,0.00729927,0.00405515,0,0.00162206,0.00162206,0.002838605,0.00243309,0,0,0,0,0
very_low,20:00,TRUE,0.763232323,0.086060606,0.046464647,0.034343434,0.00969697,0.007676767,0.002020202,0.010909091,0.013333334,0.006868687,0,0.002020202,0.002828282,0.005252526,0.008080808,0.001212121,0,0,0,0
very_low,21:00,TRUE,0.789369298,0.068623562,0.05513685,0.0297501,0.008330027,0.01190004,0.00396668,0.008726696,0.009123363,0.003570012,5.03E-04,0.000686632,0.001586672,0.002776676,0.003570012,0.002380008,0,0,0,0
very_low,22:00,TRUE,0.7639413,0.09014675,0.054926625,0.034800839,0.008385744,0.01048218,0.002515723,0.007127883,0.009643606,0.00293501,9.43E-05,1.00E-03,0.002259958,0.004612159,0.005031447,0.001677149,4.19E-04,0,0,0
very_low,23:00,TRUE,0.758378155,0.081505999,0.050889532,0.040132396,0.011170873,0.010343401,0.002896152,0.013239553,0.009515929,0.004551096,0,3.77E-04,0.003346711,0.004964832,0.007447249,0.001241208,0,0,0,0
mid,0:00,FALSE,0.071278238,0.041111267,0.067910762,0.293671951,0.16837379,0.086151256,0.086151256,0.058790515,0.035218184,0.025256068,0.034656939,0.021888593,0.003227164,0.001824049,0.002244984,0.000701558,0.001262803,0,0,2.81E-04
mid,1:00,FALSE,0.067097136,0.042953397,0.06541269,0.297024144,0.170409882,0.08997754,0.080993824,0.060218978,0.040847839,0.021195957,0.033829309,0.02175744,0.002245929,0.001263335,0.002947782,0.000561483,0.000701853,0,5.61E-04,0.00E+00
mid,2:00,FALSE,0.06754625,0.04345332,0.069553994,0.295568622,0.163631148,0.080309767,0.084181844,0.06295712,0.04345332,0.021511545,0.038290549,0.019790621,0.003011616,0.001290693,0.003298437,0.001003872,0.000717051,0,4.30E-04,0.00E+00
mid,3:00,FALSE,0.06814145,0.042790247,0.068948813,0.292103989,0.153560471,0.088971419,0.088648475,0.069110285,0.040529631,0.021637332,0.036331342,0.020022606,0.002583562,0.000968836,0.004036816,0.00064589,9.69E-04,-0.000484418,4.84E-04,0.00E+00
mid,4:00,FALSE,0.073241852,0.047684392,0.070154373,0.282332762,0.15626072,0.07890223,0.084048028,0.069296741,0.04271012,0.022469983,0.041852487,0.019382504,0.003087479,0.002229845,0.004116638,0.000686107,0.001029159,0,5.15E-04,0.00E+00
mid,5:00,FALSE,0.071957359,0.045158424,0.06870003,0.301154871,0.164939295,0.085726977,0.080544862,0.057595499,0.042197217,0.019247853,0.034942256,0.019395914,0.002220906,0.001332544,0.002961208,0.000592241,0.001036423,0,2.96E-04,0.00E+00
mid,6:00,FALSE,0.0696556,0.043903196,0.07368911,0.296928327,0.162271176,0.081445858,0.084083152,0.059261558,0.039559417,0.022339435,0.038473472,0.018926466,0.001706485,0.002637294,0.002792429,3.27E-04,0.00137946,0,6.21E-04,0.00E+00
mid,7:00,FALSE,0.058685121,0.040553633,0.068512111,0.304083045,0.178685121,0.085813149,0.082214533,0.053148789,0.037785467,0.021868512,0.036539792,0.020346021,0.002906575,0.002491349,0.004152249,2.15E-04,0.001446367,5.54E-04,0.00E+00,0.00E+00
mid,8:00,FALSE,0.063133281,0.040685893,0.060015588,0.310989868,0.141699142,0.077942323,0.082930631,0.069992206,0.038503508,0.022291504,0.037879969,0.021356196,0.005611847,0.005767732,0.01106781,0.003429462,0.002182385,0.001558847,0.001870615,0.001091193
mid,9:00,FALSE,0.078809938,0.036081659,0.050482671,0.27013768,0.144168381,0.072638076,0.072796328,0.066782719,0.04494382,0.029751543,0.043203039,0.037505934,0.008862162,0.011394208,0.016774806,0.002373793,0.003956323,0.003956322,0.004905839,4.75E-04
mid,10:00,FALSE,0.076541325,0.036075587,0.046192021,0.253674365,0.117579691,0.066997519,0.080167971,0.078068333,0.054972323,0.040465738,0.056690208,0.036266463,0.00935293,0.011261691,0.017178851,0.004771903,0.004771903,0.00248139,0.005153655,0.001336133
mid,11:00,FALSE,0.07767156,0.030385797,0.041481735,0.256230795,0.116421987,0.071184705,0.085694776,0.074940253,0.05633322,0.040798907,0.061795835,0.033629225,0.01143735,0.010583817,0.013144418,0.005974736,0.003755548,0.003243427,0.004096962,0.001194947
mid,12:00,FALSE,0.086740135,0.02790615,0.042481337,0.257020974,0.108069676,0.079452542,0.076608603,0.080519019,0.053146107,0.039281906,0.051368645,0.039104159,0.010309279,0.011375755,0.01813011,0.008354071,0.0023107,0.003377178,0.003554923,0.000888731
mid,13:00,FALSE,0.07072872,0.029393754,0.038732394,0.256123699,0.114053889,0.076240049,0.075780771,0.071800368,0.05649112,0.03475199,0.057103491,0.047611757,0.012859768,0.014849969,0.021126761,0.007501531,0.003061849,0.003521127,0.007042253,0.00122474
mid,14:00,FALSE,0.06244398,0.022408126,0.035554228,0.247535106,0.123394084,0.071706006,0.081864356,0.07319988,0.053630117,0.038243203,0.062294592,0.046907678,0.024200777,0.015386914,0.016133851,0.010606513,0.004332238,0.004631013,0.004332238,0.0011951
mid,15:00,FALSE,0.054179979,0.024227902,0.035676251,0.235489883,0.125,0.07441427,0.083732695,0.069089457,0.062300319,0.043796592,0.06642705,0.055511182,0.017172524,0.019701811,0.01198083,0.007854101,0.002795527,0.004792332,0.004126731,0.001730564
mid,16:00,FALSE,0.06208659,0.021948287,0.044497895,0.249098016,0.128382441,0.07847264,0.080126278,0.070805772,0.055472039,0.042844257,0.055021047,0.055472038,0.01443175,0.016235718,0.010523151,0.005411907,0.002856283,0.002705954,0.003006614,0.000601323
mid,17:00,FALSE,0.064799784,0.034902597,0.056006493,0.286661256,0.148809524,0.077922078,0.079410173,0.069264069,0.045995671,0.030979437,0.04396645,0.026515152,0.00879329,0.00974026,0.006222943,0.003111472,0.002164503,0.000811688,0.00297619,0.00094697
mid,18:00,FALSE,0.071612415,0.040575322,0.063285389,0.298864497,0.144890235,0.079636639,0.084632853,0.071006814,0.042694928,0.023164269,0.040726722,0.021347464,0.003785012,0.003785011,0.002876609,0.002725208,0.001059803,0.000605602,0.002271007,4.54E-04
mid,19:00,FALSE,0.07308301,0.040713566,0.068767084,0.294490001,0.153503093,0.083009639,0.082721911,0.06862322,0.041145158,0.022011222,0.038267875,0.019709394,0.003452741,0.00172637,0.003596605,0.001582506,0.001438642,1.58E-04,0.001136815,0.000863185
mid,20:00,FALSE,0.071685103,0.044821146,0.07240339,0.291193794,0.161758368,0.082603075,0.075994828,0.063496624,0.043671886,0.025140066,0.036058038,0.018100848,0.003304123,0.001867547,0.003735096,0.001580233,0.00114926,4.37E-04,0.00E+00,0.001
mid,21:00,FALSE,0.06702969,0.045248282,0.0680669,0.289640866,0.165953585,0.092182031,0.077920394,0.06391806,0.040969791,0.020614547,0.035654091,0.021133152,0.003241281,0.001296512,0.002852327,0.001555815,0.001166861,0.000518605,3.72E-05,0.001
mid,22:00,FALSE,0.079055441,0.04561455,0.066735113,0.294514521,0.150484012,0.090495747,0.081842182,0.062041655,0.040774421,0.021413904,0.037254327,0.019213845,0.002053388,0.001760047,0.003373424,0.001320035,0.001320035,7.33E-04,0.00E+00,0.00E+00
mid,23:00,FALSE,0.069438726,0.045560588,0.068066419,0.298202279,0.166323589,0.085769178,0.079731028,0.062165501,0.039247975,0.020447372,0.036777824,0.019898449,0.002744614,0.001235076,0.00192123,0.000823384,0.001372307,0,0,2.74E-04
mid,0:00,TRUE,0.068581688,0.043447037,0.080071814,0.326750448,0.15583483,0.077199282,0.075763016,0.058886894,0.039138241,0.013285457,0.026929982,0.022262119,0.004667863,0.0010772,0.004308797,0.001077199,0.000718133,0,0,0
mid,1:00,TRUE,0.074129539,0.044926994,0.07412954,0.308873081,0.154998128,0.074878323,0.085361288,0.063272182,0.036315987,0.015350056,0.030700112,0.022837889,0.006364657,0.003369525,0.002620741,0.001123175,0.000748783,0,0,0
mid,2:00,TRUE,0.078498294,0.043989381,0.070534699,0.317406143,0.160030338,0.076981418,0.078119075,0.058778915,0.033750474,0.012135002,0.034129693,0.019719378,0.006067501,0.00303375,0.00341297,0.001896094,0.001516875,0,0,0
mid,3:00,TRUE,0.079045488,0.03803132,0.072706935,0.3251305,0.15398956,0.077554064,0.076808352,0.063012677,0.035048472,0.013049962,0.031319911,0.019388516,0.005965697,0.003728561,0.002609992,0.001491425,0.001118568,0,0,0
mid,4:00,TRUE,0.079591837,0.035918367,0.084489796,0.323673469,0.158367347,0.083265306,0.074693878,0.057959184,0.031428571,0.016326531,0.026530612,0.016326531,0.004489795,0.00244898,0.002040816,0.000816327,0.001632653,0,0,0
mid,5:00,TRUE,0.080626223,0.036790607,0.066536203,0.335812133,0.16594912,0.073972602,0.068493151,0.054794521,0.032876712,0.014872798,0.030528376,0.023874756,0.00626223,0.002348337,0.003131116,0.001174168,0.001956947,0,0,0
mid,6:00,TRUE,0.077416918,0.040785499,0.071374622,0.335725076,0.16276435,0.083836858,0.068731118,0.046450151,0.026435045,0.023036254,0.023791541,0.029456193,0.004531722,0.001888218,0.00113293,0.001132931,0.001510574,0,0,0
mid,7:00,TRUE,0.083367556,0.04147844,0.072689938,0.324024641,0.168788501,0.07063655,0.082135524,0.05338809,0.030390144,0.013552361,0.029979466,0.01724846,0.004928132,0.003285421,0.00164271,0.000821356,0.00164271,0,0,0
mid,8:00,TRUE,0.077094972,0.045810056,0.072625698,0.324022347,0.16424581,0.084171322,0.075605214,0.051396648,0.029050279,0.015270019,0.024953445,0.02160149,0.005959031,0.003724395,0.001862198,0.000744879,0.001862197,0,0,0
mid,9:00,TRUE,0.074393109,0.038371182,0.073610024,0.319498825,0.160924041,0.079483164,0.080657791,0.060689115,0.032889585,0.019968677,0.027016445,0.020751762,0.004698512,0.002349256,0.002740799,0.00156617,3.92E-04,0,0,0
mid,10:00,TRUE,0.087124464,0.04248927,0.07167382,0.290128755,0.16695279,0.080686695,0.075536481,0.065665236,0.036480686,0.021888412,0.024034335,0.02446352,0.005579399,0.001716738,0.003004292,0.000858369,0.001716738,0,0,0
mid,11:00,TRUE,0.078431373,0.037037037,0.071459695,0.308496732,0.151198257,0.083224401,0.082352941,0.063180828,0.035729847,0.025272331,0.024400872,0.024400871,0.005228758,0.003050109,0.004357299,0.001307189,0.00087146,0,0,0
mid,12:00,TRUE,0.070733533,0.035553892,0.066616767,0.322979042,0.16504491,0.08757485,0.071482036,0.059131736,0.035553893,0.021332335,0.027320359,0.023577845,0.004865269,0.003368264,0.003368263,0,0.001497006,0,0,0
mid,13:00,TRUE,0.063258551,0.034203751,0.074659802,0.314086061,0.165869805,0.083854358,0.090106657,0.054063994,0.031261493,0.019492461,0.030158146,0.027215888,0.004413388,0.001103346,0.003677823,0.001103347,0.001103347,0,3.68E-04,0
mid,14:00,TRUE,0.079055441,0.03285421,0.080082135,0.315195072,0.147330596,0.084188912,0.081622176,0.060574949,0.036960985,0.017967146,0.028747433,0.017967146,0.004620123,0.004106777,0.00513347,0.002053388,0.001540041,0,0,0
mid,15:00,TRUE,0.079684764,0.04028021,0.080122592,0.303852889,0.161996498,0.073992994,0.087127846,0.050788091,0.03502627,0.019702277,0.026269702,0.022767075,0.006129598,0.003064798,0.005253941,0.001313485,0.001313485,0,0.001313485,0
mid,16:00,TRUE,0.072016461,0.044855967,0.073251029,0.314403292,0.163374486,0.07037037,0.084773662,0.053497943,0.035390946,0.019341564,0.026337449,0.025514403,0.004938272,0.003292181,0.004938271,0.002057613,6.46E-04,-0.000234568,0.001234568,0
mid,17:00,TRUE,0.066824832,0.031633056,0.068011072,0.328192962,0.164491894,0.085013839,0.09371293,0.047054172,0.037168841,0.018584421,0.020166074,0.026492684,0.00237248,0.002767892,0.004349545,0.003163306,0,0,0,0
mid,18:00,TRUE,0.06327764,0.034838251,0.072164948,0.325275507,0.1720583,0.086740135,0.088162105,0.044436545,0.033060789,0.018485602,0.020618557,0.026306434,0.003910416,0.002843939,0.003554924,0.002488446,0.001066477,0,7.11E-04,0.00E+00
mid,19:00,TRUE,0.07887931,0.040948276,0.07112069,0.287931034,0.164224138,0.078017242,0.081465517,0.063362069,0.039224138,0.020689655,0.032758621,0.024137931,0.007327586,0.001724138,0.005603448,0.001724138,0.000862069,0,0,0
mid,20:00,TRUE,0.070899883,0.034281262,0.068562525,0.325282431,0.157771717,0.091156993,0.080249318,0.052590573,0.033891702,0.018309311,0.026879626,0.026490066,0.003506038,0.002726919,0.004674717,0.001947799,0.00077912,0,0,0
mid,21:00,TRUE,0.060091173,0.0397845,0.072938252,0.327393286,0.172399503,0.07501036,0.087028595,0.046000829,0.02859511,0.017405719,0.030667219,0.026108579,0.004973062,0.003729797,0.004558641,0.001657687,0.001657688,0,0,0
mid,22:00,TRUE,0.059197457,0.038140644,0.06595153,0.335319825,0.164481525,0.088200239,0.088200238,0.039729837,0.030194676,0.021056814,0.028605483,0.027810886,0.003972983,0.002781089,0.004370282,0.001191895,0.000794597,0,0,0
mid,23:00,TRUE,0.057111677,0.039650782,0.076391415,0.338668607,0.16878865,0.087304475,0.077846489,0.046198618,0.027282648,0.013095671,0.023644962,0.028010186,0.005820298,0.00254638,0.004728993,0.001455074,0.001455075,0,0,0
low,0:00,FALSE,0.118434307,0.076557778,0.055835372,0.55346093,0.081738379,0.03367391,0.012663693,0.026766441,0.011944165,0.011224636,0.005036696,0.010073392,0.000575623,0.000575622,0.000863434,0.000575622,0,0,0,0
low,1:00,FALSE,0.120922715,0.077284749,0.059947105,0.549808993,0.079782544,0.031736703,0.013517485,0.028063473,0.00896268,0.009844255,0.006024097,0.009844255,0.001469292,0.000587716,0.00191008,2.94E-04,0,0,0,0
low,2:00,FALSE,0.124168179,0.082123412,0.05338778,0.558983666,0.068814277,0.030701754,0.014216576,0.025710829,0.009981851,0.011645493,0.006049607,0.009528131,0.001663642,0.0007562,0.001966123,3.02E-04,0,0,0,0
low,3:00,FALSE,0.13273872,0.083945435,0.058412032,0.539349423,0.067855894,0.028681357,0.014865338,0.026757607,0.013291361,0.013816019,0.006121022,0.008744316,0.001573977,0.001224204,0.002098636,0.000524659,0,0,0,0
low,4:00,FALSE,0.135991456,0.07742969,0.058383767,0.534709861,0.06995372,0.03008188,0.014595941,0.030793877,0.014239943,0.013171948,0.006585973,0.009789961,0.000711997,0.001067996,0.002135991,3.56E-04,0,0,0,0
low,5:00,FALSE,0.11919815,0.082960678,0.062451812,0.554664611,0.072166538,0.029298381,0.01310717,0.026214341,0.01079414,0.013107171,0.005551272,0.008172706,0.001079414,2.34E-04,0.000845798,1.54E-04,0,0,0,0
low,6:00,FALSE,0.125803792,0.084418797,0.063478977,0.54641385,0.069249794,0.026380874,0.013685078,0.030338005,0.01055235,0.012201154,0.006265458,0.009068425,0.000659522,4.84E-04,0.001,0,0,0,0,0
low,7:00,FALSE,0.114426419,0.078215528,0.059965237,0.555040556,0.079663963,0.03693511,0.015208575,0.024913094,0.011152955,0.00811124,0.005069525,0.007821552,0.000724218,0.000579374,0.001158749,0,1.39E-05,0.000275782,7.24E-04,0.00E+00
low,8:00,FALSE,0.112934055,0.073112457,0.057183816,0.562758841,0.06849315,0.031697993,0.01592864,0.027078687,0.013380058,0.012265052,0.007486461,0.008760752,0.001274291,0.001115005,0.002389296,1.41E-04,1.00E-03,0.00076999,2.30E-04,0.002
low,9:00,FALSE,0.126815265,0.064842959,0.056062141,0.524316109,0.065180682,0.033772375,0.017055049,0.031914893,0.016886187,0.013846674,0.010131712,0.024822695,0.002532928,0.002870652,0.00270179,0.001013171,0.000675447,0.001013172,0.002195204,0.001350895
low,10:00,FALSE,0.133613782,0.053285256,0.054887821,0.522836538,0.060296475,0.036658654,0.017628205,0.031650641,0.014222756,0.017628205,0.010016026,0.029046474,0.005408654,0.002003205,0.003205129,6.12E-04,0.000589744,0.001001602,0.002403846,0.003004808
low,11:00,FALSE,0.114928281,0.049583849,0.056313087,0.519213742,0.06941739,0.036833717,0.017708517,0.041260847,0.016114751,0.022666903,0.010093855,0.023375243,0.007614663,0.004072959,0.003541704,0.001593766,0.001062511,0.000885426,0.001239597,0.002479192
low,12:00,FALSE,0.118468214,0.049047349,0.05885682,0.518770043,0.061309187,0.04131296,0.018864365,0.036030937,0.015280136,0.020373515,0.011507263,0.027353329,0.004904735,0.003584229,0.004150161,0.00207508,0.001509149,0.001509149,0.001886437,0.003206942
low,13:00,FALSE,0.097170972,0.048277982,0.055504306,0.510916359,0.06903444,0.043050431,0.022601476,0.037361623,0.020448955,0.026445264,0.017527675,0.029520296,0.006150061,0.005073801,0.002921279,0.001537515,0.001076261,0.001383764,0.00199877,0.00199877
low,14:00,FALSE,0.078904273,0.047491439,0.050915588,0.459133541,0.071907102,0.042429656,0.030370701,0.048831324,0.039154384,0.045704928,0.02337353,0.027542057,0.008634807,0.009676939,0.0037219,0.004019652,0.002382016,0.002977519,0.002530892,2.98E-04
low,15:00,FALSE,0.069476971,0.048139474,0.044756701,0.449258392,0.061540463,0.039942753,0.032656779,0.049440541,0.047619048,0.052302888,0.030835285,0.043325527,0.010148321,0.008587042,0.004423627,0.002341921,0.002211813,0.001301067,0.00156128,1.30E-04
