group,hour,weekend,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
"""20-40""",15:00,FALSE,0.069476971,0.117616445,0.162373146,0.611631538,0.673172001,0.713114754,0.745771533,0.795212074,0.842831122,0.89513401,0.925969295,0.969294822,0.979443143,0.988030185,0.992453812,0.994795733,0.997007546,0.998308613,0.999869893,1.00E+00
"""20-40""",16:00,FALSE,0.086869619,0.137607626,0.187884379,0.624538745,0.690805658,0.730627306,0.766605166,0.820571956,0.870694957,0.911746617,0.941420664,0.973708487,0.982933579,0.989698647,0.99400369,0.995541205,0.996771218,9.97E-01,0.999846248,1.00E+00
"""20-40""",17:00,FALSE,0.101031511,0.161226508,0.214356366,0.716122651,0.789600113,0.8291649,0.854316801,0.899109792,0.925250812,0.948000565,0.967076445,0.981206726,0.98742405,0.99194574,0.99547831,0.996750035,0.997880458,0.998869578,0.999717394,1.00E+00
"""20-40""",18:00,FALSE,0.123218912,0.186204663,0.244170984,0.788860104,0.85994171,0.898316062,0.915641192,0.943167098,0.957739637,0.969559585,0.978626943,0.989313472,0.991742228,0.995142487,0.997571244,9.98E-01,0.999190415,1,1,1
"""20-40""",19:00,FALSE,0.120591406,0.18897274,0.249037425,0.8064069,0.872786077,0.909440936,0.925612198,0.951332204,0.962267057,0.97320191,0.980594486,0.990913291,0.992761435,0.99537964,0.997535808,0.99845988,0.999075928,0.999691976,0.999691976,1.00E+00
"""20-40""",20:00,FALSE,0.127161438,0.197704667,0.258913542,0.806579954,0.877429227,0.911706197,0.927620505,0.953634277,0.964804897,0.976740627,0.983626626,0.995715379,9.96E-01,0.997398623,0.999081867,1.00E+00,1.00E+00,0.999693956,1.00E+00,1.00E+00
"""20-40""",21:00,FALSE,0.123948402,0.199102636,0.261918116,0.810712283,0.878715648,0.912226584,0.930594504,0.958637128,0.97083567,0.980650589,0.986399327,0.995653393,0.996775098,0.998037016,0.999439148,1.00E+00,0.999859787,1.00E+00,1,1
"""20-40""",22:00,FALSE,0.134509202,0.206134969,0.260736196,0.809969325,0.874539877,0.908742331,0.926380368,0.956748466,0.969018405,0.979141104,0.985889571,0.995705521,9.96E-01,0.997239264,0.999386503,1.00E+00,0.999693252,0.999693252,1.00E+00,1
"""20-40""",23:00,FALSE,0.124787776,0.197085456,0.253820034,0.812535371,0.887238257,0.923174873,0.937606112,0.962224109,0.974391624,0.983588002,0.989105829,0.997453311,9.98E-01,9.98E-01,1,1,1,1,1,1
"""20-40""",0:00,TRUE,0.150479846,0.213435701,0.284836852,0.832629559,0.898272553,0.920537428,0.934357006,0.959309021,0.973512476,0.980038388,0.985796545,0.997696737,9.98E-01,0.999616123,1.00E+00,1,1,1,1,1
"""20-40""",1:00,TRUE,0.145658263,0.213685474,0.282112845,0.820328131,0.889555822,0.918767507,0.932372949,0.959983994,0.969987995,0.978391357,0.983993597,0.996398559,9.97E-01,1,1,1,1,1,1,1
"""20-40""",2:00,TRUE,0.131515638,0.19446672,0.2638332,0.836407378,0.898556536,0.921010425,0.936647955,0.960304731,0.969927827,0.977947073,0.982758621,0.995589415,9.96E-01,0.998396151,1,1,1,1,1,1
"""20-40""",3:00,TRUE,0.145504732,0.203864353,0.277208202,0.839511041,0.898659306,0.917586751,0.931782334,0.960962145,0.973580442,0.979495268,0.985410095,0.996845426,0.997634069,0.998422713,1,1,1,1,1,1
"""20-40""",4:00,TRUE,0.145592164,0.211487088,0.279608192,0.852626892,0.905609973,0.926536064,0.938557435,0.963045414,0.975957257,0.981745325,0.985307213,0.995992876,0.996883348,0.998664292,1,1,1,1,1,1
"""20-40""",5:00,TRUE,0.147672552,0.205457464,0.277287319,0.851123596,0.91211878,0.929373997,0.943017657,0.965088283,0.977929374,0.981139647,0.985152488,0.998394864,9.99E-01,9.99E-01,1,1,1,1,1,1
"""20-40""",6:00,TRUE,0.132899272,0.195327461,0.259287629,0.840674071,0.910379165,0.934124856,0.945614707,0.967828418,0.978552279,0.983914209,0.988893144,0.997319035,9.98E-01,0.99923401,1,1,1,1,1,1
"""20-40""",7:00,TRUE,0.134590656,0.195027861,0.26403772,0.81483069,0.892841835,0.917702529,0.933133305,0.955422203,0.96785255,0.975567938,0.982426061,0.996999571,9.97E-01,1,1,1,1,1,1,1
"""20-40""",8:00,TRUE,0.13994512,0.200313603,0.267346139,0.82124657,0.895727166,0.919639357,0.931007448,0.956487652,0.969815759,0.978047824,0.983927871,0.997255978,9.98E-01,0.999215994,1,1,1,1,1,1
"""20-40""",9:00,TRUE,0.141959799,0.208123953,0.278056951,0.833333333,0.897403685,0.924204355,0.935929648,0.963567839,0.97319933,0.979480737,0.983668342,0.995812395,0.997068677,0.999162479,1,1,1,1,1,1
"""20-40""",10:00,TRUE,0.141224863,0.198354662,0.267367459,0.817641682,0.886654479,0.909506399,0.923674589,0.954296161,0.968921389,0.97440585,0.982175503,0.998171846,0.999085923,0.999085923,1,1,1,1,1,1
"""20-40""",11:00,TRUE,0.145034642,0.206466513,0.272517321,0.817090069,0.884064665,0.915473441,0.92886836,0.958429561,0.972286374,0.981524249,0.985681293,0.997228637,9.98E-01,0.999076212,1,1,1,1,1,1
"""20-40""",12:00,TRUE,0.14159647,0.202166065,0.268752507,0.830726033,0.898515844,0.922984356,0.936622543,0.964701163,0.977537104,0.982751705,0.987164059,0.996791015,0.996791015,0.997994384,1,1,1,1,1,1
"""20-40""",13:00,TRUE,0.151167554,0.217124129,0.285129045,0.818926669,0.89266694,0.913150348,0.929946743,0.962310528,0.975010242,0.982384269,0.98648095,0.996722655,0.996722655,0.998361327,0.999590332,0.999590332,0.999590332,0.999590332,1.00E+00,1
"""20-40""",14:00,TRUE,0.147891392,0.212593876,0.278451762,0.816868862,0.881571346,0.912767187,0.924898902,0.953206239,0.971114962,0.979780474,0.983246678,0.996533795,0.997111496,0.997689197,0.999422299,0.999422299,1,1,1,1
