group,hour,weekend,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
"""0-20""",0:00,FALSE,0.74745098,0.830588235,0.895843137,0.926117647,0.943529412,0.953882353,0.959372549,0.972078431,0.981490196,0.986666667,0.989176471,0.991529412,0.993098039,0.996235294,0.999372549,1,1,1,1,1
"""0-20""",1:00,FALSE,0.760586563,0.840640431,0.901840491,0.93131827,0.94538381,0.953464013,0.958401915,0.968876253,0.978752057,0.983989226,0.986682628,0.989226395,0.991770163,0.995361365,0.999401466,1,1,1,1,1
"""0-20""",2:00,FALSE,0.75447648,0.835963581,0.901669196,0.927162367,0.94370258,0.953717754,0.959635812,0.968437026,0.976783005,0.982094082,0.986342944,0.98861912,0.992412747,0.996813354,1,1,1,1,1,1
"""0-20""",3:00,FALSE,0.768877216,0.847997374,0.902330926,0.927117531,0.941398555,0.952889035,0.958470125,0.967826658,0.977019041,0.981615233,0.984898227,0.987196323,0.990807617,0.995896257,0.99983585,1.00E+00,1,1,1,1
"""0-20""",4:00,FALSE,0.7733523,0.841473052,0.898055951,0.923028291,0.938043306,0.948632843,0.955429113,0.96601865,0.975817923,0.980243401,0.984036668,0.985775249,0.989094358,0.994784258,0.999525842,1.00E+00,1,1,1,1
"""0-20""",5:00,FALSE,0.754108723,0.832648546,0.897439949,0.927939317,0.942635904,0.952749684,0.958438685,0.966972187,0.978034134,0.982458913,0.985777497,0.987515803,0.990676359,0.995417193,0.999683944,1.00E+00,1,1,1,1
"""0-20""",6:00,FALSE,0.762180017,0.837654831,0.897605285,0.925681255,0.941701073,0.950949628,0.957390586,0.969281585,0.978860446,0.983815029,0.986457473,0.988439306,0.991412056,0.995375723,0.999339389,1,1,1,1,1
"""0-20""",7:00,FALSE,0.74121077,0.82181444,0.891956783,0.924712742,0.942376951,0.952495284,0.957811696,0.967930029,0.978562854,0.98302178,0.986451724,0.98850969,0.991082147,0.995712571,0.999828503,1.00E+00,1,1,1,1
"""0-20""",8:00,FALSE,0.76657252,0.843827878,0.901810932,0.928559561,0.942515368,0.951653099,0.958464861,0.967436451,0.978235587,0.98488121,0.987373318,0.989699286,0.992523675,0.996843329,0.999833859,1.00E+00,1,1,1,1
"""0-20""",9:00,FALSE,0.752741475,0.817485354,0.877121827,0.906113865,0.919032597,0.931050023,0.943217666,0.955084873,0.968003605,0.975364278,0.980922337,0.984076912,0.988132793,0.994141505,0.998347604,0.999399129,1.00E+00,1.00E+00,1,1
"""0-20""",10:00,FALSE,0.749171271,0.800947119,0.850828729,0.876400947,0.891081294,0.902920284,0.913970008,0.932596685,0.951854775,0.96101026,0.96937648,0.976164167,0.982636148,0.990528808,0.997316496,0.999052881,9.99E-01,1,1,1
"""0-20""",11:00,FALSE,0.745677635,0.794339096,0.845649749,0.871723369,0.886363636,0.898494144,0.909648634,0.928053542,0.949247072,0.960680424,0.969185722,0.976296709,0.981734523,0.989124373,0.994701617,0.997071946,0.99874512,0.999860569,1.00E+00,1
"""0-20""",12:00,FALSE,0.731215998,0.785031613,0.8403176,0.870607264,0.884575798,0.898691369,0.908395824,0.925452139,0.949713277,0.961476253,0.968387002,0.976032936,0.981326276,0.990295545,0.99632407,0.997794442,0.999558888,1.00E+00,1.00E+00,1
"""0-20""",13:00,FALSE,0.707491952,0.766022827,0.826016974,0.857769974,0.878109453,0.894644425,0.906643254,0.925665789,0.945566286,0.959321042,0.96722271,0.974392742,0.980684811,0.988147498,0.995756512,0.997512438,0.999414691,1.00E+00,1.00E+00,1
"""0-20""",14:00,FALSE,0.686892003,0.753009068,0.816652927,0.85342127,0.87502061,0.894971146,0.909480627,0.928936521,0.948392415,0.96059357,0.970651278,0.978070899,0.98582028,0.991591096,0.995713108,0.996867271,0.998351195,0.999340478,1.00E+00,1.00E+00
"""0-20""",15:00,FALSE,0.666350861,0.732354334,0.797884099,0.8342018,0.855202905,0.87667772,0.891520606,0.909995263,0.933838623,0.948365703,0.963366493,0.973630191,0.983735986,0.989262593,0.995420812,0.997315648,0.998894679,9.99E-01,0.999368388,1
"""0-20""",16:00,FALSE,0.722282863,0.784344301,0.845158272,0.873849992,0.892717917,0.903945111,0.915796039,0.93497583,0.951816622,0.964291283,0.974426945,0.981288009,0.987525339,0.992671137,0.997037268,0.997972868,9.98E-01,9.99E-01,9.99E-01,1
"""0-20""",17:00,FALSE,0.71441048,0.786317322,0.851382824,0.882532751,0.901018923,0.915138282,0.924017467,0.939592431,0.956768559,0.967103348,0.973799127,0.981368268,0.98573508,0.99286754,0.998544396,0.999272198,0.999272198,1,1,1
"""0-20""",18:00,FALSE,0.764050235,0.83689168,0.89466248,0.920094192,0.935321821,0.946467818,0.952904239,0.966405024,0.976452119,0.983359498,0.987598116,0.991365777,0.993563579,0.997174254,0.999686028,1.00E+00,1.00E+00,1,1,1
"""0-20""",19:00,FALSE,0.743860202,0.823835013,0.888224181,0.913570529,0.929943325,0.942065491,0.947890428,0.960012594,0.971190176,0.97843199,0.984099496,0.987248111,0.990711587,0.994489924,0.999685139,1.00E+00,1,1,1,1
"""0-20""",20:00,FALSE,0.751565124,0.819972515,0.88792182,0.916323103,0.929302184,0.940448923,0.945945946,0.959993892,0.971598717,0.9783173,0.981981982,0.984577798,0.989616735,0.993586807,0.999541915,1.00E+00,1,1,1,1
"""0-20""",21:00,FALSE,0.74795539,0.828847584,0.899925651,0.926542751,0.942899628,0.952862454,0.957769517,0.970111524,0.979776952,0.985427509,0.988847584,0.991524164,0.99330855,0.995687732,0.999851301,0.999851301,1.00E+00,1,1,1
"""0-20""",22:00,FALSE,0.754703007,0.82950674,0.894237891,0.920456229,0.935416975,0.945637683,0.95200711,0.963857206,0.975559176,0.982224856,0.985631758,0.988594282,0.991112428,0.995111835,0.999703748,1.00E+00,1,1,1,1
"""0-20""",23:00,FALSE,0.762509448,0.841723356,0.905517763,0.931821618,0.946636432,0.957520786,0.962811791,0.974603175,0.982464097,0.988208617,0.992743764,0.994406652,0.995464853,0.998185941,0.999697657,1.00E+00,1,1,1,1
"""0-20""",0:00,TRUE,0.78194147,0.854032834,0.901855817,0.931120628,0.938258387,0.947894361,0.951106353,0.968236974,0.97751606,0.982512491,0.983583155,0.983583155,0.985724483,0.992148465,0.999643112,1.00E+00,1,1,1,1
"""0-20""",1:00,TRUE,0.791404612,0.855345912,0.903563941,0.933263452,0.94304682,0.952131377,0.955974843,0.971698113,0.981132075,0.98602376,0.987421384,0.988120196,0.990216632,0.994060098,0.999301188,1,1,1,1,1
"""0-20""",2:00,TRUE,0.783497627,0.85505659,0.901058781,0.933552391,0.939393939,0.949981745,0.9550931,0.968236583,0.978824388,0.982840453,0.983570646,0.983570646,0.98539613,0.991967871,0.999269806,1,1,1,1,1
"""0-20""",3:00,TRUE,0.779945243,0.853867214,0.898015058,0.930527036,0.937713895,0.949007529,0.952772074,0.967145791,0.9770705,0.980835044,0.985284052,0.985284052,0.988364134,0.993155373,0.999315537,1,1,1,1,1
"""0-20""",4:00,TRUE,0.770080748,0.850828729,0.903952401,0.940926477,0.949851254,0.957501062,0.961325967,0.974500637,0.981300467,0.98640034,0.988100297,0.988950276,0.989800255,0.994475138,0.998300042,1,1,1,1,1
"""0-20""",5:00,TRUE,0.801584568,0.856011023,0.910437478,0.934894936,0.942128832,0.953840854,0.955907682,0.970719945,0.979676197,0.983809852,0.987254564,9.88E-01,0.989665863,0.994143989,0.999311058,1,1,1,1,1
"""0-20""",6:00,TRUE,0.789761626,0.858538492,0.914419695,0.951152794,0.960531458,0.968347011,0.972254787,0.981242673,0.987885893,0.993747558,0.996092224,0.996873779,0.997655334,0.999609222,0.999609222,1.00E+00,1,1,1,1
"""0-20""",7:00,TRUE,0.799288819,0.866851047,0.918609245,0.945476096,0.953773212,0.966811537,0.969972343,0.981035164,0.987356776,0.992493086,0.99486369,0.995653892,0.996444093,0.999209798,1,1,1,1,1,1
"""0-20""",8:00,TRUE,0.772552043,0.853122591,0.909791827,0.940246723,0.948342328,0.961449499,0.965304549,0.976869699,0.985736315,0.9922899,0.99614495,9.97E-01,0.996530455,0.99845798,0.999614495,1.00E+00,1,1,1,1
"""0-20""",9:00,TRUE,0.782361847,0.853898562,0.898183195,0.928084784,0.938682816,0.95003785,0.954579864,0.967827403,0.979182438,0.982210447,0.987130961,0.988266465,0.99015897,0.994700984,0.999621499,1.00E+00,1,1,1,1
"""0-20""",10:00,TRUE,0.783040489,0.844537815,0.900687548,0.925515661,0.934300993,0.947669977,0.949579832,0.962948816,0.974407945,0.981283422,0.985485103,0.986249045,0.988922842,0.993124523,0.998854087,1,1,1,1,1
"""0-20""",11:00,TRUE,0.775249501,0.84510978,0.894610778,0.925349301,0.936526946,0.947305389,0.951297405,0.964071856,0.973652695,0.980838323,0.985628743,0.986826347,0.988423154,0.994011976,0.999600798,1.00E+00,1,1,1,1
"""0-20""",12:00,TRUE,0.774702172,0.840925018,0.891730904,0.927820603,0.93412754,0.942887176,0.946741416,0.957252978,0.969866854,0.976524177,0.979677645,0.981079187,0.98388227,0.99159075,0.998948844,0.999649615,0.999649615,1.00E+00,1,1
"""0-20""",13:00,TRUE,0.777177826,0.845212383,0.899928006,0.934845212,0.941324694,0.950683945,0.954283657,0.966522678,0.976961843,0.982361411,0.983081353,9.83E-01,0.985961123,0.991360691,0.998920086,0.999640029,0.999640029,1.00E+00,1,1
"""0-20""",14:00,TRUE,0.771107857,0.829673011,0.881405564,0.914592484,0.924841386,0.936554417,0.939970717,0.954612006,0.968277208,0.975597853,0.978038067,0.979990239,0.981454368,0.988775012,0.999023914,1,1,1,1,1
"""0-20""",15:00,TRUE,0.759661836,0.831320451,0.888486312,0.91747182,0.928341385,0.93921095,0.942834138,0.95410628,0.966988728,0.975040258,0.97826087,0.981884058,0.982689211,0.991143317,0.998389694,1,1,1,1,1
"""0-20""",16:00,TRUE,0.789709172,0.849739001,0.895973154,0.922445936,0.932140194,0.947054437,0.949291573,0.959731544,0.971662938,0.980611484,0.982102908,0.985085757,0.987695749,0.992915735,1,1,1,1,1,1
"""0-20""",17:00,TRUE,0.765451664,0.851426307,0.904912837,0.936608558,0.944928685,0.952060222,0.957210777,0.968304279,0.976228209,0.983359746,0.984944532,0.986133122,0.987321712,0.994849445,0.999603803,1.00E+00,1,1,1,1
"""0-20""",18:00,TRUE,0.755984556,0.85019305,0.902316602,0.937451737,0.946332046,0.955984556,0.961003861,0.968725869,0.977992278,0.984942085,0.986486486,0.988030888,0.98996139,0.996138996,0.999227799,1.00E+00,1.00E+00,1,1,1
"""0-20""",19:00,TRUE,0.787915653,0.871046229,0.918491484,0.945660989,0.95701541,0.968775345,0.971208435,0.980129765,0.987429035,0.991484185,0.991484185,0.993106245,0.994728305,0.99756691,1,1,1,1,1,1
"""0-20""",20:00,TRUE,0.763232323,0.849292929,0.895757576,0.93010101,0.93979798,0.947474747,0.949494949,0.96040404,0.973737374,0.980606061,0.980606061,0.982626263,0.985454545,0.990707071,0.998787879,1,1,1,1,1
"""0-20""",21:00,TRUE,0.789369298,0.85799286,0.91312971,0.94287981,0.951209837,0.963109877,0.967076557,0.975803253,0.984926616,0.988496628,9.89E-01,0.989686632,0.991273304,0.99404998,0.997619992,1,1,1,1,1
"""0-20""",22:00,TRUE,0.7639413,0.85408805,0.909014675,0.943815514,0.952201258,0.962683438,0.965199161,0.972327044,0.98197065,0.98490566,9.85E-01,9.86E-01,0.988259958,0.992872117,0.997903564,0.999580713,1.00E+00,1,1,1
"""0-20""",23:00,TRUE,0.758378155,0.839884154,0.890773686,0.930906082,0.942076955,0.952420356,0.955316508,0.968556061,0.97807199,0.982623086,0.982623086,9.83E-01,0.986346711,0.991311543,0.998758792,1,1,1,1,1
"""40-20""",0:00,FALSE,0.071278238,0.112389505,0.180300267,0.473972218,0.642346008,0.728497264,0.81464852,0.873439035,0.908657219,0.933913287,0.968570226,0.990458819,0.993685983,0.995510032,0.997755016,0.998456574,0.999719377,0.999719377,0.999719377,1.00E+00
"""40-20""",1:00,FALSE,0.067097136,0.110050533,0.175463223,0.472487367,0.642897249,0.732874789,0.813868613,0.874087591,0.91493543,0.936131387,0.969960696,0.991718136,0.993964065,0.9952274,0.998175182,0.998736665,0.999438518,0.999438518,1.00E+00,1.00E+00
"""40-20""",2:00,FALSE,0.06754625,0.11099957,0.180553564,0.476122186,0.639753334,0.720063101,0.804244945,0.867202065,0.910655385,0.93216693,0.970457479,0.9902481,0.993259716,0.994550409,0.997848846,0.998852718,0.999569769,0.999569769,1.00E+00,1.00E+00
"""40-20""",3:00,FALSE,0.06814145,0.110931697,0.17988051,0.471984499,0.62554497,0.714516389,0.803164864,0.872275149,0.91280478,0.934442112,0.970773454,0.99079606,0.993379622,0.994348458,0.998385274,0.999031164,1.00E+00,0.999515582,1.00E+00,1.00E+00
"""40-20""",4:00,FALSE,0.073241852,0.120926244,0.191080617,0.473413379,0.629674099,0.708576329,0.792624357,0.861921098,0.904631218,0.927101201,0.968953688,0.988336192,0.991423671,0.993653516,0.997770154,0.998456261,0.99948542,0.99948542,1.00E+00,1.00E+00
"""40-20""",5:00,FALSE,0.071957359,0.117115783,0.185815813,0.486970684,0.651909979,0.737636956,0.818181818,0.875777317,0.917974534,0.937222387,0.972164643,0.991560557,0.993781463,0.995114007,0.998075215,0.998667456,0.999703879,0.999703879,1.00E+00,1.00E+00
"""40-20""",6:00,FALSE,0.0696556,0.113558796,0.187247906,0.484176233,0.646447409,0.727893267,0.811976419,0.871237977,0.910797394,0.933136829,0.971610301,0.990536767,0.992243252,0.994880546,0.997672975,9.98E-01,0.99937946,0.99937946,1.00E+00,1.00E+00
"""40-20""",7:00,FALSE,0.058685121,0.099238754,0.167750865,0.47183391,0.650519031,0.73633218,0.818546713,0.871695502,0.909480969,0.931349481,0.967889273,0.988235294,0.991141869,0.993633218,0.997785467,9.98E-01,0.999446367,1.00E+00,1.00E+00,1.00E+00
"""40-20""",8:00,FALSE,0.063133281,0.103819174,0.163834762,0.47482463,0.616523772,0.694466095,0.777396726,0.847388932,0.88589244,0.908183944,0.946063913,0.967420109,0.973031956,0.978799688,0.989867498,0.99329696,0.995479345,0.997038192,0.998908807,1
"""40-20""",9:00,FALSE,0.078809938,0.114891597,0.165374268,0.435511948,0.579680329,0.652318405,0.725114733,0.791897452,0.836841272,0.866592815,0.909795854,0.947301788,0.95616395,0.967558158,0.984332964,0.986706757,0.99066308,0.994619402,0.999525241,1.00E+00
"""40-20""",10:00,FALSE,0.076541325,0.112616912,0.158808933,0.412483298,0.530062989,0.597060508,0.677228479,0.755296812,0.810269135,0.850734873,0.907425081,0.943691544,0.953044474,0.964306165,0.981485016,0.986256919,0.991028822,0.993510212,0.998663867,1
"""40-20""",11:00,FALSE,0.07767156,0.108057357,0.149539092,0.405769887,0.522191874,0.593376579,0.679071355,0.754011608,0.810344828,0.851143735,0.91293957,0.946568795,0.958006145,0.968589962,0.98173438,0.987709116,0.991464664,0.994708091,0.998805053,1
"""40-20""",12:00,FALSE,0.086740135,0.114646285,0.157127622,0.414148596,0.522218272,0.601670814,0.678279417,0.758798436,0.811944543,0.851226449,0.902595094,0.941699253,0.952008532,0.963384287,0.981514397,0.989868468,0.992179168,0.995556346,0.999111269,1
"""40-20""",13:00,FALSE,0.07072872,0.100122474,0.138854868,0.394978567,0.509032456,0.585272505,0.661053276,0.732853644,0.789344764,0.824096754,0.881200245,0.928812002,0.94167177,0.956521739,0.9776485,0.985150031,0.98821188,0.991733007,0.99877526,1
"""40-20""",14:00,FALSE,0.06244398,0.084852106,0.120406334,0.36794144,0.491335524,0.56304153,0.644905886,0.718105766,0.771735883,0.809979086,0.872273678,0.919181356,0.943382133,0.958769047,0.974902898,0.985509411,0.989841649,0.994472662,0.9988049,1
"""40-20""",15:00,FALSE,0.054179979,0.078407881,0.114084132,0.349574015,0.474574015,0.548988285,0.63272098,0.701810437,0.764110756,0.807907348,0.874334398,0.92984558,0.947018104,0.966719915,0.978700745,0.986554846,0.989350373,0.994142705,0.998269436,1
"""40-20""",16:00,FALSE,0.06208659,0.084034877,0.128532772,0.377630788,0.506013229,0.584485869,0.664612147,0.735417919,0.790889958,0.833734215,0.888755262,0.9442273,0.95865905,0.974894768,0.985417919,0.990829826,0.993686109,0.996392063,0.999398677,1
"""40-20""",17:00,FALSE,0.064799784,0.099702381,0.155708874,0.44237013,0.591179654,0.669101732,0.748511905,0.817775974,0.863771645,0.894751082,0.938717532,0.965232684,0.974025974,0.983766234,0.989989177,0.993100649,0.995265152,0.99607684,0.99905303,1
"""40-20""",18:00,FALSE,0.071612415,0.112187737,0.175473126,0.474337623,0.619227858,0.698864497,0.78349735,0.854504164,0.897199092,0.920363361,0.961090083,0.982437547,0.986222559,0.99000757,0.992884179,0.995609387,0.99666919,0.997274792,0.999545799,1.00E+00
"""40-20""",19:00,FALSE,0.07308301,0.113796576,0.18256366,0.477053661,0.630556754,0.713566393,0.796288304,0.864911524,0.906056682,0.928067904,0.966335779,0.986045173,0.989497914,0.991224284,0.994820889,0.996403395,0.997842037,9.98E-01,0.999136815,1
"""40-20""",20:00,FALSE,0.071685103,0.116506249,0.188909639,0.480103433,0.641861801,0.724464876,0.800459704,0.863956328,0.907628214,0.93276828,0.968826318,0.986927166,0.990231289,0.992098836,0.995833932,0.997414165,0.998563425,9.99E-01,9.99E-01,1
"""40-20""",21:00,FALSE,0.06702969,0.112277972,0.180344872,0.469985738,0.635939323,0.728121354,0.806041748,0.869959808,0.910929599,0.931544146,0.967198237,0.988331389,0.99157267,0.992869182,0.995721509,0.997277324,0.998444185,0.99896279,9.99E-01,1
"""40-20""",22:00,FALSE,0.079055441,0.124669991,0.191405104,0.485919625,0.636403637,0.726899384,0.808741566,0.870783221,0.911557642,0.932971546,0.970225873,0.989439718,0.991493106,0.993253153,0.996626577,0.997946612,0.999266647,1.00E+00,1.00E+00,1.00E+00
"""40-20""",23:00,FALSE,0.069438726,0.114999314,0.183065733,0.481268012,0.647591601,0.733360779,0.813091807,0.875257308,0.914505283,0.934952655,0.971730479,0.991628928,0.994373542,0.995608618,0.997529848,0.998353232,0.999725539,0.999725539,0.999725539,1.00E+00
"""40-20""",0:00,TRUE,0.068581688,0.112028725,0.192100539,0.518850987,0.674685817,0.751885099,0.827648115,0.886535009,0.92567325,0.938958707,0.965888689,0.988150808,0.992818671,0.993895871,0.998204668,0.999281867,1,1,1,1
"""40-20""",1:00,TRUE,0.074129539,0.119056533,0.193186073,0.502059154,0.657057282,0.731935605,0.817296893,0.880569075,0.916885062,0.932235118,0.96293523,0.985773119,0.992137776,0.995507301,0.998128042,0.999251217,1,1,1,1
"""40-20""",2:00,TRUE,0.078498294,0.122487675,0.193022374,0.510428517,0.670458855,0.747440273,0.825559348,0.884338263,0.918088737,0.930223739,0.964353432,0.98407281,0.990140311,0.993174061,0.996587031,0.998483125,1,1,1,1
"""40-20""",3:00,TRUE,0.079045488,0.117076808,0.189783743,0.514914243,0.668903803,0.746457867,0.823266219,0.886278896,0.921327368,0.93437733,0.965697241,0.985085757,0.991051454,0.994780015,0.997390007,0.998881432,1,1,1,1
"""40-20""",4:00,TRUE,0.079591837,0.115510204,0.2,0.523673469,0.682040816,0.765306122,0.84,0.897959184,0.929387755,0.945714286,0.972244898,0.988571429,0.993061224,0.995510204,0.99755102,0.998367347,1,1,1,1
"""40-20""",5:00,TRUE,0.080626223,0.11741683,0.183953033,0.519765166,0.685714286,0.759686888,0.828180039,0.88297456,0.915851272,0.93072407,0.961252446,0.985127202,0.991389432,0.993737769,0.996868885,0.998043053,1,1,1,1
"""40-20""",6:00,TRUE,0.077416918,0.118202417,0.189577039,0.525302115,0.688066465,0.771903323,0.840634441,0.887084592,0.913519637,0.936555891,0.960347432,0.989803625,0.994335347,0.996223565,0.997356495,0.998489426,1,1,1,1
"""40-20""",7:00,TRUE,0.083367556,0.124845996,0.197535934,0.521560575,0.690349076,0.760985626,0.84312115,0.89650924,0.926899384,0.940451745,0.970431211,0.987679671,0.992607803,0.995893224,0.997535934,0.99835729,1,1,1,1
"""40-20""",8:00,TRUE,0.077094972,0.122905028,0.195530726,0.519553073,0.683798883,0.767970205,0.843575419,0.894972067,0.924022346,0.939292365,0.96424581,0.9858473,0.991806331,0.995530726,0.997392924,0.998137803,1,1,1,1
"""40-20""",9:00,TRUE,0.074393109,0.112764291,0.186374315,0.50587314,0.666797181,0.746280345,0.826938136,0.887627251,0.920516836,0.940485513,0.967501958,0.98825372,0.992952232,0.995301488,0.998042287,0.999608457,1.00E+00,1,1,1
"""40-20""",10:00,TRUE,0.087124464,0.129613734,0.201287554,0.491416309,0.658369099,0.739055794,0.814592275,0.880257511,0.916738197,0.938626609,0.962660944,0.987124464,0.992703863,0.994420601,0.997424893,0.998283262,1,1,1,1
"""40-20""",11:00,TRUE,0.078431373,0.11546841,0.186928105,0.495424837,0.646623094,0.729847495,0.812200436,0.875381264,0.911111111,0.936383442,0.960784314,0.985185185,0.990413943,0.993464052,0.997821351,0.99912854,1,1,1,1
"""40-20""",12:00,TRUE,0.070733533,0.106287425,0.172904192,0.495883234,0.660928144,0.748502994,0.81998503,0.879116766,0.914670659,0.936002994,0.963323353,0.986901198,0.991766467,0.995134731,0.998502994,0.998502994,1,1,1,1
"""40-20""",13:00,TRUE,0.063258551,0.097462302,0.172122104,0.486208165,0.65207797,0.735932328,0.826038985,0.880102979,0.911364472,0.930856933,0.961015079,0.988230967,0.992644355,0.993747701,0.997425524,0.998528871,0.999632218,0.999632218,1.00E+00,1
"""40-20""",14:00,TRUE,0.079055441,0.111909651,0.191991786,0.507186858,0.654517454,0.738706366,0.820328542,0.880903491,0.917864476,0.935831622,0.964579055,0.982546201,0.987166324,0.991273101,0.996406571,0.998459959,1,1,1,1
"""40-20""",15:00,TRUE,0.079684764,0.119964974,0.200087566,0.503940455,0.665936953,0.739929947,0.827057793,0.877845884,0.912872154,0.932574431,0.958844133,0.981611208,0.987740806,0.990805604,0.996059545,0.99737303,0.998686515,0.998686515,1,1
"""40-20""",16:00,TRUE,0.072016461,0.116872428,0.190123457,0.504526749,0.667901235,0.738271605,0.823045267,0.87654321,0.911934156,0.93127572,0.957613169,0.983127572,0.988065844,0.991358025,0.996296296,0.998353909,9.99E-01,0.998765432,1,1
"""40-20""",17:00,TRUE,0.066824832,0.098457888,0.16646896,0.494661922,0.659153816,0.744167655,0.837880585,0.884934757,0.922103598,0.940688019,0.960854093,0.987346777,0.989719257,0.992487149,0.996836694,1,1,1,1,1
"""40-20""",18:00,TRUE,0.06327764,0.098115891,0.170280839,0.495556346,0.667614646,0.754354781,0.842516886,0.886953431,0.92001422,0.938499822,0.959118379,0.985424813,0.989335229,0.992179168,0.995734092,0.998222538,0.999289015,0.999289015,1.00E+00,1.00E+00
"""40-20""",19:00,TRUE,0.07887931,0.119827586,0.190948276,0.47887931,0.643103448,0.72112069,0.802586207,0.865948276,0.905172414,0.925862069,0.95862069,0.982758621,0.990086207,0.991810345,0.997413793,0.999137931,1,1,1,1
"""40-20""",20:00,TRUE,0.070899883,0.105181145,0.17374367,0.499026101,0.656797818,0.747954811,0.828204129,0.880794702,0.914686404,0.932995715,0.959875341,0.986365407,0.989871445,0.992598364,0.997273081,0.99922088,1,1,1,1
"""40-20""",21:00,TRUE,0.060091173,0.099875673,0.172813925,0.500207211,0.672606714,0.747617074,0.834645669,0.880646498,0.909241608,0.926647327,0.957314546,0.983423125,0.988396187,0.992125984,0.996684625,0.998342312,1,1,1,1
"""40-20""",22:00,TRUE,0.059197457,0.097338101,0.163289631,0.498609456,0.663090981,0.75129122,0.839491458,0.879221295,0.909415971,0.930472785,0.959078268,0.986889154,0.990862137,0.993643226,0.998013508,0.999205403,1,1,1,1
"""40-20""",23:00,TRUE,0.057111677,0.096762459,0.173153874,0.511822481,0.680611131,0.767915606,0.845762095,0.891960713,0.919243361,0.932339032,0.955983994,0.98399418,0.989814478,0.992360858,0.997089851,0.998544925,1,1,1,1
"""20-40""",0:00,FALSE,0.118434307,0.194992085,0.250827457,0.804288387,0.886026766,0.919700676,0.932364369,0.95913081,0.971074975,0.982299611,0.987336307,0.997409699,0.997985322,0.998560944,0.999424378,1,1,1,1,1
"""20-40""",1:00,FALSE,0.120922715,0.198207464,0.258154569,0.807963562,0.887746106,0.919482809,0.933000294,0.961063767,0.970026447,0.979870702,0.985894799,0.995739054,0.997208346,0.997796062,0.999706142,1.00E+00,1,1,1,1
"""20-40""",2:00,FALSE,0.124168179,0.206291591,0.259679371,0.818663037,0.887477314,0.918179068,0.932395644,0.958106473,0.968088324,0.979733817,0.985783424,0.995311555,0.996975197,0.997731397,0.99969752,1.00E+00,1,1,1,1
"""20-40""",3:00,FALSE,0.13273872,0.216684155,0.275096187,0.81444561,0.882301504,0.910982861,0.925848199,0.952605806,0.965897167,0.979713186,0.985834208,0.994578524,0.996152501,0.997376705,0.999475341,1,1,1,1,1
"""20-40""",4:00,FALSE,0.135991456,0.213421146,0.271804913,0.806514774,0.876468494,0.906550374,0.921146315,0.951940192,0.966180135,0.979352083,0.985938056,0.995728017,0.996440014,0.99750801,0.999644001,1.00E+00,1,1,1,1
"""20-40""",5:00,FALSE,0.11919815,0.202158828,0.26461064,0.819275251,0.891441789,0.92074017,0.93384734,0.960061681,0.970855821,0.983962992,0.989514264,0.99768697,0.998766384,9.99E-01,0.999845798,1.00E+00,1,1,1,1
"""20-40""",6:00,FALSE,0.125803792,0.210222589,0.273701566,0.820115416,0.88936521,0.915746084,0.929431162,0.959769167,0.970321517,0.982522671,0.988788129,0.997856554,0.998516076,9.99E-01,1,1,1,1,1,1
"""20-40""",7:00,FALSE,0.114426419,0.192641947,0.252607184,0.80764774,0.887311703,0.924246813,0.939455388,0.964368482,0.975521437,0.983632677,0.988702202,0.996523754,0.997247972,0.997827346,0.998986095,0.998986095,9.99E-01,0.999275782,1.00E+00,1.00E+00
"""20-40""",8:00,FALSE,0.112934055,0.186046512,0.243230328,0.805989169,0.874482319,0.906180312,0.922108952,0.949187639,0.962567697,0.974832749,0.98231921,0.991079962,0.992354253,0.993469258,0.995858554,9.96E-01,9.97E-01,0.99776999,9.98E-01,1
"""20-40""",9:00,FALSE,0.126815265,0.191658224,0.247720365,0.772036474,0.837217156,0.870989531,0.88804458,0.919959473,0.93684566,0.950692334,0.960824046,0.985646741,0.988179669,0.991050321,0.993752111,0.994765282,0.995440729,0.996453901,0.998649105,1
"""20-40""",10:00,FALSE,0.133613782,0.186899038,0.241786859,0.764623397,0.824919872,0.861578526,0.879206731,0.910857372,0.925080128,0.942708333,0.952724359,0.981770833,0.987179487,0.989182692,0.992387821,9.93E-01,0.993589744,0.994591346,0.996995192,1
"""20-40""",11:00,FALSE,0.114928281,0.16451213,0.220825217,0.740038959,0.809456349,0.846290066,0.863998583,0.90525943,0.921374181,0.944041084,0.954134939,0.977510182,0.985124845,0.989197804,0.992739508,0.994333274,0.995395785,0.996281211,0.997520808,1
"""20-40""",12:00,FALSE,0.118468214,0.167515563,0.226372383,0.745142426,0.806451613,0.847764573,0.866628938,0.902659875,0.917940011,0.938313526,0.949820789,0.977174118,0.982078853,0.985663082,0.989813243,0.991888323,0.993397472,0.994906621,0.996793058,1
"""20-40""",13:00,FALSE,0.097170972,0.145448954,0.20095326,0.711869619,0.780904059,0.82395449,0.846555966,0.883917589,0.904366544,0.930811808,0.948339483,0.977859779,0.98400984,0.989083641,0.99200492,0.993542435,0.994618696,0.99600246,0.99800123,1
"""20-40""",14:00,FALSE,0.078904273,0.126395712,0.1773113,0.636444841,0.708351943,0.750781599,0.7811523,0.829983624,0.869138008,0.914842936,0.938216466,0.965758523,0.97439333,0.984070269,0.987792169,0.991811821,0.994193837,0.997171356,0.999702248,1.00E+00
